channel,site,blog_title,post_text,link,suggested_date,suggested_time,status,notes
Twitter,policestationagent.com,What to Send When Instructing a Police Station Representative,"What to Send When Instructing a Police Station Representative — practical UK guidance for criminal defence professionals. Request Police Station Cover.",https://www.policestationagent.com/blog/what-to-send-instructing-police-station-rep,2026-06-24,09:30,draft,Publish blog on site before scheduling
Facebook,policestationagent.com,What to Send When Instructing a Police Station Representative,"What to Send When Instructing a Police Station Representative — practical UK guidance for criminal defence professionals. Request Police Station Cover.",https://www.policestationagent.com/blog/what-to-send-instructing-police-station-rep,2026-06-24,09:30,draft,Publish blog on site before scheduling
LinkedIn,policestationagent.com,Custody Record Numbers and DSCC References Explained,"Custody Record Numbers and DSCC References Explained — practical UK guidance for criminal defence professionals. Request Police Station Cover.",https://www.policestationagent.com/blog/custody-record-dscc-references,2026-06-26,09:30,draft,Publish blog on site before scheduling
Twitter,policestationagent.com,Custody Record Numbers and DSCC References Explained,"Custody Record Numbers and DSCC References Explained — practical UK guidance for criminal defence professionals. Request Police Station Cover.",https://www.policestationagent.com/blog/custody-record-dscc-references,2026-06-26,09:30,draft,Publish blog on site before scheduling
Facebook,policestationagent.com,Custody Record Numbers and DSCC References Explained,"Custody Record Numbers and DSCC References Explained — practical UK guidance for criminal defence professionals. Request Police Station Cover.",https://www.policestationagent.com/blog/custody-record-dscc-references,2026-06-26,09:30,draft,Publish blog on site before scheduling
LinkedIn,policestationagent.com,How Police Station Legal Advice Works Out of Hours,"How Police Station Legal Advice Works Out of Hours — practical UK guidance for criminal defence professionals. Request Police Station Cover.",https://www.policestationagent.com/blog/out-of-hours-police-station-legal-advice,2026-06-28,09:30,draft,Publish blog on site before scheduling
Twitter,policestationagent.com,How Police Station Legal Advice Works Out of Hours,"How Police Station Legal Advice Works Out of Hours — practical UK guidance for criminal defence professionals. Request Police Station Cover.",https://www.policestationagent.com/blog/out-of-hours-police-station-legal-advice,2026-06-28,09:30,draft,Publish blog on site before scheduling
Facebook,policestationagent.com,How Police Station Legal Advice Works Out of Hours,"How Police Station Legal Advice Works Out of Hours — practical UK guidance for criminal defence professionals. Request Police Station Cover.",https://www.policestationagent.com/blog/out-of-hours-police-station-legal-advice,2026-06-28,09:30,draft,Publish blog on site before scheduling
LinkedIn,psrtrain.com,How to Become a Police Station Representative,"How to Become a Police Station Representative — practical UK guidance for criminal defence professionals. Register Interest.",https://psrtrain.com/blog/how-to-become-police-station-representative,2026-06-30,09:30,draft,Publish blog on site before scheduling
Twitter,psrtrain.com,How to Become a Police Station Representative,"How to Become a Police Station Representative — practical UK guidance for criminal defence professionals. Register Interest.",https://psrtrain.com/blog/how-to-become-police-station-representative,2026-06-30,09:30,draft,Publish blog on site before scheduling
Facebook,psrtrain.com,How to Become a Police Station Representative,"How to Become a Police Station Representative — practical UK guidance for criminal defence professionals. Register Interest.",https://psrtrain.com/blog/how-to-become-police-station-representative,2026-06-30,09:30,draft,Publish blog on site before scheduling
LinkedIn,psrtrain.com,PACE Interview Basics for New Police Station Reps,"PACE Interview Basics for New Police Station Reps — practical UK guidance for criminal defence professionals. Register Interest.",https://psrtrain.com/blog/pace-interview-basics-new-reps,2026-07-02,09:30,draft,Publish blog on site before scheduling
Twitter,psrtrain.com,PACE Interview Basics for New Police Station Reps,"PACE Interview Basics for New Police Station Reps — practical UK guidance for criminal defence professionals. Register Interest.",https://psrtrain.com/blog/pace-interview-basics-new-reps,2026-07-02,09:30,draft,Publish blog on site before scheduling
Facebook,psrtrain.com,PACE Interview Basics for New Police Station Reps,"PACE Interview Basics for New Police Station Reps — practical UK guidance for criminal defence professionals. Register Interest.",https://psrtrain.com/blog/pace-interview-basics-new-reps,2026-07-02,09:30,draft,Publish blog on site before scheduling
LinkedIn,psrtrain.com,Understanding the Police Caution,"Understanding the Police Caution — practical UK guidance for criminal defence professionals. Register Interest.",https://psrtrain.com/blog/understanding-the-police-caution,2026-07-04,09:30,draft,Publish blog on site before scheduling
Twitter,psrtrain.com,Understanding the Police Caution,"Understanding the Police Caution — practical UK guidance for criminal defence professionals. Register Interest.",https://psrtrain.com/blog/understanding-the-police-caution,2026-07-04,09:30,draft,Publish blog on site before scheduling
Facebook,psrtrain.com,Understanding the Police Caution,"Understanding the Police Caution — practical UK guidance for criminal defence professionals. Register Interest.",https://psrtrain.com/blog/understanding-the-police-caution,2026-07-04,09:30,draft,Publish blog on site before scheduling
LinkedIn,psrtrain.com,Advising on a No Comment Interview,"Advising on a No Comment Interview — practical UK guidance for criminal defence professionals. Register Interest.",https://psrtrain.com/blog/advising-no-comment-interview,2026-07-06,09:30,draft,Publish blog on site before scheduling
Twitter,psrtrain.com,Advising on a No Comment Interview,"Advising on a No Comment Interview — practical UK guidance for criminal defence professionals. Register Interest.",https://psrtrain.com/blog/advising-no-comment-interview,2026-07-06,09:30,draft,Publish blog on site before scheduling
Facebook,psrtrain.com,Advising on a No Comment Interview,"Advising on a No Comment Interview — practical UK guidance for criminal defence professionals. Register Interest.",https://psrtrain.com/blog/advising-no-comment-interview,2026-07-06,09:30,draft,Publish blog on site before scheduling
LinkedIn,psrtrain.com,Youth Suspects at the Police Station,"Youth Suspects at the Police Station — practical UK guidance for criminal defence professionals. Register Interest.",https://psrtrain.com/blog/youth-suspects-police-station,2026-07-08,09:30,draft,Publish blog on site before scheduling
Twitter,psrtrain.com,Youth Suspects at the Police Station,"Youth Suspects at the Police Station — practical UK guidance for criminal defence professionals. Register Interest.",https://psrtrain.com/blog/youth-suspects-police-station,2026-07-08,09:30,draft,Publish blog on site before scheduling
Facebook,psrtrain.com,Youth Suspects at the Police Station,"Youth Suspects at the Police Station — practical UK guidance for criminal defence professionals. Register Interest.",https://psrtrain.com/blog/youth-suspects-police-station,2026-07-08,09:30,draft,Publish blog on site before scheduling
LinkedIn,psrtrain.com,Vulnerable Suspects and Police Interviews,"Vulnerable Suspects and Police Interviews — practical UK guidance for criminal defence professionals. Register Interest.",https://psrtrain.com/blog/vulnerable-suspects-police-interviews,2026-07-10,09:30,draft,Publish blog on site before scheduling
Twitter,psrtrain.com,Vulnerable Suspects and Police Interviews,"Vulnerable Suspects and Police Interviews — practical UK guidance for criminal defence professionals. Register Interest.",https://psrtrain.com/blog/vulnerable-suspects-police-interviews,2026-07-10,09:30,draft,Publish blog on site before scheduling
Facebook,psrtrain.com,Vulnerable Suspects and Police Interviews,"Vulnerable Suspects and Police Interviews — practical UK guidance for criminal defence professionals. Register Interest.",https://psrtrain.com/blog/vulnerable-suspects-police-interviews,2026-07-10,09:30,draft,Publish blog on site before scheduling
LinkedIn,psrtrain.com,Police Station Accreditation: Practical Preparation,"Police Station Accreditation: Practical Preparation — practical UK guidance for criminal defence professionals. Register Interest.",https://psrtrain.com/blog/police-station-accreditation-preparation,2026-07-12,09:30,draft,Publish blog on site before scheduling
Twitter,psrtrain.com,Police Station Accreditation: Practical Preparation,"Police Station Accreditation: Practical Preparation — practical UK guidance for criminal defence professionals. Register Interest.",https://psrtrain.com/blog/police-station-accreditation-preparation,2026-07-12,09:30,draft,Publish blog on site before scheduling
Facebook,psrtrain.com,Police Station Accreditation: Practical Preparation,"Police Station Accreditation: Practical Preparation — practical UK guidance for criminal defence professionals. Register Interest.",https://psrtrain.com/blog/police-station-accreditation-preparation,2026-07-12,09:30,draft,Publish blog on site before scheduling
LinkedIn,psrtrain.com,Common Mistakes New Police Station Reps Make,"Common Mistakes New Police Station Reps Make — practical UK guidance for criminal defence professionals. Register Interest.",https://psrtrain.com/blog/common-mistakes-new-police-station-reps,2026-07-14,09:30,draft,Publish blog on site before scheduling
Twitter,psrtrain.com,Common Mistakes New Police Station Reps Make,"Common Mistakes New Police Station Reps Make — practical UK guidance for criminal defence professionals. Register Interest.",https://psrtrain.com/blog/common-mistakes-new-police-station-reps,2026-07-14,09:30,draft,Publish blog on site before scheduling
Facebook,psrtrain.com,Common Mistakes New Police Station Reps Make,"Common Mistakes New Police Station Reps Make — practical UK guidance for criminal defence professionals. Register Interest.",https://psrtrain.com/blog/common-mistakes-new-police-station-reps,2026-07-14,09:30,draft,Publish blog on site before scheduling
LinkedIn,psrtrain.com,How to Structure Police Station Advice,"How to Structure Police Station Advice — practical UK guidance for criminal defence professionals. Register Interest.",https://psrtrain.com/blog/how-to-structure-police-station-advice,2026-07-16,09:30,draft,Publish blog on site before scheduling
Twitter,psrtrain.com,How to Structure Police Station Advice,"How to Structure Police Station Advice — practical UK guidance for criminal defence professionals. Register Interest.",https://psrtrain.com/blog/how-to-structure-police-station-advice,2026-07-16,09:30,draft,Publish blog on site before scheduling
Facebook,psrtrain.com,How to Structure Police Station Advice,"How to Structure Police Station Advice — practical UK guidance for criminal defence professionals. Register Interest.",https://psrtrain.com/blog/how-to-structure-police-station-advice,2026-07-16,09:30,draft,Publish blog on site before scheduling
LinkedIn,psrtrain.com,SQE Criminal Practice: Police Station Interview Basics,"SQE Criminal Practice: Police Station Interview Basics — practical UK guidance for criminal defence professionals. Register Interest.",https://psrtrain.com/blog/sqe-criminal-practice-police-station-basics,2026-07-18,09:30,draft,Publish blog on site before scheduling
Twitter,psrtrain.com,SQE Criminal Practice: Police Station Interview Basics,"SQE Criminal Practice: Police Station Interview Basics — practical UK guidance for criminal defence professionals. Register Interest.",https://psrtrain.com/blog/sqe-criminal-practice-police-station-basics,2026-07-18,09:30,draft,Publish blog on site before scheduling
Facebook,psrtrain.com,SQE Criminal Practice: Police Station Interview Basics,"SQE Criminal Practice: Police Station Interview Basics — practical UK guidance for criminal defence professionals. Register Interest.",https://psrtrain.com/blog/sqe-criminal-practice-police-station-basics,2026-07-18,09:30,draft,Publish blog on site before scheduling
LinkedIn,custodynote.com,How to Write a Proper Police Station Attendance Note,"How to Write a Proper Police Station Attendance Note — practical UK guidance for criminal defence professionals. Try CustodyNote.",https://custodynote.com/blog/how-to-write-police-station-attendance-note,2026-07-20,09:30,draft,Publish blog on site before scheduling
Twitter,custodynote.com,How to Write a Proper Police Station Attendance Note,"How to Write a Proper Police Station Attendance Note — practical UK guidance for criminal defence professionals. Try CustodyNote.",https://custodynote.com/blog/how-to-write-police-station-attendance-note,2026-07-20,09:30,draft,Publish blog on site before scheduling
Facebook,custodynote.com,How to Write a Proper Police Station Attendance Note,"How to Write a Proper Police Station Attendance Note — practical UK guidance for criminal defence professionals. Try CustodyNote.",https://custodynote.com/blog/how-to-write-police-station-attendance-note,2026-07-20,09:30,draft,Publish blog on site before scheduling
LinkedIn,custodynote.com,What Should Go in a Custody Note?,"What Should Go in a Custody Note? — practical UK guidance for criminal defence professionals. Try CustodyNote.",https://custodynote.com/blog/what-should-go-in-custody-note,2026-07-22,09:30,draft,Publish blog on site before scheduling
Twitter,custodynote.com,What Should Go in a Custody Note?,"What Should Go in a Custody Note? — practical UK guidance for criminal defence professionals. Try CustodyNote.",https://custodynote.com/blog/what-should-go-in-custody-note,2026-07-22,09:30,draft,Publish blog on site before scheduling
Facebook,custodynote.com,What Should Go in a Custody Note?,"What Should Go in a Custody Note? — practical UK guidance for criminal defence professionals. Try CustodyNote.",https://custodynote.com/blog/what-should-go-in-custody-note,2026-07-22,09:30,draft,Publish blog on site before scheduling
LinkedIn,custodynote.com,Police Interview Note-Taking: Practical Checklist,"Police Interview Note-Taking: Practical Checklist — practical UK guidance for criminal defence professionals. Try CustodyNote.",https://custodynote.com/blog/police-interview-note-taking-checklist,2026-07-24,09:30,draft,Publish blog on site before scheduling
Twitter,custodynote.com,Police Interview Note-Taking: Practical Checklist,"Police Interview Note-Taking: Practical Checklist — practical UK guidance for criminal defence professionals. Try CustodyNote.",https://custodynote.com/blog/police-interview-note-taking-checklist,2026-07-24,09:30,draft,Publish blog on site before scheduling
Facebook,custodynote.com,Police Interview Note-Taking: Practical Checklist,"Police Interview Note-Taking: Practical Checklist — practical UK guidance for criminal defence professionals. Try CustodyNote.",https://custodynote.com/blog/police-interview-note-taking-checklist,2026-07-24,09:30,draft,Publish blog on site before scheduling
LinkedIn,custodynote.com,DSCC References, Custody Records and Attendance Notes,"DSCC References, Custody Records and Attendance Notes — practical UK guidance for criminal defence professionals. Try CustodyNote.",https://custodynote.com/blog/dscc-custody-records-attendance-notes,2026-07-26,09:30,draft,Publish blog on site before scheduling
Twitter,custodynote.com,DSCC References, Custody Records and Attendance Notes,"DSCC References, Custody Records and Attendance Notes — practical UK guidance for criminal defence professionals. Try CustodyNote.",https://custodynote.com/blog/dscc-custody-records-attendance-notes,2026-07-26,09:30,draft,Publish blog on site before scheduling
Facebook,custodynote.com,DSCC References, Custody Records and Attendance Notes,"DSCC References, Custody Records and Attendance Notes — practical UK guidance for criminal defence professionals. Try CustodyNote.",https://custodynote.com/blog/dscc-custody-records-attendance-notes,2026-07-26,09:30,draft,Publish blog on site before scheduling
LinkedIn,custodynote.com,Police Bail Notes: What to Record,"Police Bail Notes: What to Record — practical UK guidance for criminal defence professionals. Try CustodyNote.",https://custodynote.com/blog/police-bail-notes-what-to-record,2026-07-28,09:30,draft,Publish blog on site before scheduling
Twitter,custodynote.com,Police Bail Notes: What to Record,"Police Bail Notes: What to Record — practical UK guidance for criminal defence professionals. Try CustodyNote.",https://custodynote.com/blog/police-bail-notes-what-to-record,2026-07-28,09:30,draft,Publish blog on site before scheduling
Facebook,custodynote.com,Police Bail Notes: What to Record,"Police Bail Notes: What to Record — practical UK guidance for criminal defence professionals. Try CustodyNote.",https://custodynote.com/blog/police-bail-notes-what-to-record,2026-07-28,09:30,draft,Publish blog on site before scheduling
LinkedIn,custodynote.com,RUI Notes: What Criminal Practitioners Should Keep,"RUI Notes: What Criminal Practitioners Should Keep — practical UK guidance for criminal defence professionals. Try CustodyNote.",https://custodynote.com/blog/rui-notes-criminal-practitioners,2026-07-30,09:30,draft,Publish blog on site before scheduling
Twitter,custodynote.com,RUI Notes: What Criminal Practitioners Should Keep,"RUI Notes: What Criminal Practitioners Should Keep — practical UK guidance for criminal defence professionals. Try CustodyNote.",https://custodynote.com/blog/rui-notes-criminal-practitioners,2026-07-30,09:30,draft,Publish blog on site before scheduling
Facebook,custodynote.com,RUI Notes: What Criminal Practitioners Should Keep,"RUI Notes: What Criminal Practitioners Should Keep — practical UK guidance for criminal defence professionals. Try CustodyNote.",https://custodynote.com/blog/rui-notes-criminal-practitioners,2026-07-30,09:30,draft,Publish blog on site before scheduling
LinkedIn,custodynote.com,Why Good Attendance Notes Matter in Criminal Defence,"Why Good Attendance Notes Matter in Criminal Defence — practical UK guidance for criminal defence professionals. Try CustodyNote.",https://custodynote.com/blog/why-good-attendance-notes-matter,2026-08-01,09:30,draft,Publish blog on site before scheduling
Twitter,custodynote.com,Why Good Attendance Notes Matter in Criminal Defence,"Why Good Attendance Notes Matter in Criminal Defence — practical UK guidance for criminal defence professionals. Try CustodyNote.",https://custodynote.com/blog/why-good-attendance-notes-matter,2026-08-01,09:30,draft,Publish blog on site before scheduling
Facebook,custodynote.com,Why Good Attendance Notes Matter in Criminal Defence,"Why Good Attendance Notes Matter in Criminal Defence — practical UK guidance for criminal defence professionals. Try CustodyNote.",https://custodynote.com/blog/why-good-attendance-notes-matter,2026-08-01,09:30,draft,Publish blog on site before scheduling
LinkedIn,custodynote.com,AI-Assisted Custody Notes: Benefits and Limits,"AI-Assisted Custody Notes: Benefits and Limits — practical UK guidance for criminal defence professionals. Try CustodyNote.",https://custodynote.com/blog/ai-assisted-custody-notes-benefits-limits,2026-08-03,09:30,draft,Publish blog on site before scheduling
Twitter,custodynote.com,AI-Assisted Custody Notes: Benefits and Limits,"AI-Assisted Custody Notes: Benefits and Limits — practical UK guidance for criminal defence professionals. Try CustodyNote.",https://custodynote.com/blog/ai-assisted-custody-notes-benefits-limits,2026-08-03,09:30,draft,Publish blog on site before scheduling
Facebook,custodynote.com,AI-Assisted Custody Notes: Benefits and Limits,"AI-Assisted Custody Notes: Benefits and Limits — practical UK guidance for criminal defence professionals. Try CustodyNote.",https://custodynote.com/blog/ai-assisted-custody-notes-benefits-limits,2026-08-03,09:30,draft,Publish blog on site before scheduling
LinkedIn,custodynote.com,Police Station File Preparation Checklist,"Police Station File Preparation Checklist — practical UK guidance for criminal defence professionals. Try CustodyNote.",https://custodynote.com/blog/police-station-file-preparation-checklist,2026-08-05,09:30,draft,Publish blog on site before scheduling
Twitter,custodynote.com,Police Station File Preparation Checklist,"Police Station File Preparation Checklist — practical UK guidance for criminal defence professionals. Try CustodyNote.",https://custodynote.com/blog/police-station-file-preparation-checklist,2026-08-05,09:30,draft,Publish blog on site before scheduling
Facebook,custodynote.com,Police Station File Preparation Checklist,"Police Station File Preparation Checklist — practical UK guidance for criminal defence professionals. Try CustodyNote.",https://custodynote.com/blog/police-station-file-preparation-checklist,2026-08-05,09:30,draft,Publish blog on site before scheduling
LinkedIn,custodynote.com,Attendance Note Template for Police Station Representatives,"Attendance Note Template for Police Station Representatives — practical UK guidance for criminal defence professionals. Try CustodyNote.",https://custodynote.com/blog/attendance-note-template-police-station-reps,2026-08-07,09:30,draft,Publish blog on site before scheduling
Twitter,custodynote.com,Attendance Note Template for Police Station Representatives,"Attendance Note Template for Police Station Representatives — practical UK guidance for criminal defence professionals. Try CustodyNote.",https://custodynote.com/blog/attendance-note-template-police-station-reps,2026-08-07,09:30,draft,Publish blog on site before scheduling
Facebook,custodynote.com,Attendance Note Template for Police Station Representatives,"Attendance Note Template for Police Station Representatives — practical UK guidance for criminal defence professionals. Try CustodyNote.",https://custodynote.com/blog/attendance-note-template-police-station-reps,2026-08-07,09:30,draft,Publish blog on site before scheduling
